country_code,smr_key,weight_profile,scenario_family,site_id,baseline_national_rank,scenario_national_rank,rank_delta,baseline_score,scenario_score,score_delta,eligible_pair_count,small_n
RO,nuscale_voygr6,w_RI_minus_20,weight,693d9b73-f9fc-4502-9b94-be020c5d21fb,4,4,0,6.679,6.704,0.024999999999999467,21,False
RO,nuscale_voygr6,w_RI_minus_20,weight,6aed2eac-1c97-40c5-b842-fb15fd510f35,9,9,0,6.149,6.199,0.04999999999999982,21,False
RO,nuscale_voygr6,w_RI_minus_20,weight,6c428b2a-ad09-448b-b24c-22465929d69c,19,20,1,5.458,5.557,0.0990000000000002,21,False
TR,nuscale_voygr6,w_RI_minus_20,weight,6c9571c4-5d3b-4f88-a7be-fa8c21425eeb,8,8,0,7.031,7.056,0.025000000000000355,110,False
TR,nuscale_voygr6,w_RI_minus_20,weight,6ddc2960-3d72-4d5f-b358-56d1c54f47e0,57,56,-1,6.435,6.487,0.05200000000000049,110,False
AT,nuscale_voygr6,w_RI_minus_20,weight,6e7fc4d8-636d-411a-baef-e138a5a07acc,5,5,0,6.513,6.632,0.11899999999999977,6,False
BG,nuscale_voygr6,w_RI_minus_20,weight,704ef487-f600-4f23-b06e-a0f81b627597,7,7,0,5.646,5.73,0.08400000000000052,7,False
UA,nuscale_voygr6,w_RI_minus_20,weight,70781f2c-24c2-486c-8b32-310c36ba1238,17,17,0,5.887,5.898,0.01100000000000012,20,False
UA,nuscale_voygr6,w_RI_minus_20,weight,725406d6-860f-4ca0-9c6a-425675bac381,7,6,-1,6.44,6.503,0.06299999999999972,20,False
TR,nuscale_voygr6,w_RI_minus_20,weight,737b6d06-1d0c-4ae6-9683-ab3fea192b32,86,89,3,6.062,6.089,0.027000000000000135,110,False
PL,nuscale_voygr6,w_RI_minus_20,weight,73fe8f06-c53b-4877-9c1d-5caf3d8f2749,60,60,0,5.51,5.611,0.10099999999999998,61,False
TR,nuscale_voygr6,w_RI_minus_20,weight,746fc66e-d31f-4c5d-bf5c-ab5031b04b15,75,76,1,6.145,6.2,0.055000000000000604,110,False
MK,nuscale_voygr6,w_RI_minus_20,weight,756218bb-3f16-443e-b6c6-400cd0ce2f87,3,3,0,5.294,5.276,-0.017999999999999794,3,False
TR,nuscale_voygr6,w_RI_minus_20,weight,76cd9b7f-7613-4fd4-95ab-bf534a2e2f5e,73,72,-1,6.176,6.216,0.040000000000000036,110,False
SK,nuscale_voygr6,w_RI_minus_20,weight,770f1d3c-e5fd-493c-a376-e708d2abec6c,2,2,0,6.864,6.853,-0.01100000000000012,5,False
TR,nuscale_voygr6,w_RI_minus_20,weight,772e2484-419b-47de-9739-924ac371ad10,61,61,0,6.409,6.454,0.04499999999999993,110,False
TR,nuscale_voygr6,w_RI_minus_20,weight,778e0750-19f9-426e-a6c7-e0e30645fb97,3,3,0,7.198,7.27,0.07199999999999918,110,False
TR,nuscale_voygr6,w_RI_minus_20,weight,7a805295-0cd2-48be-972e-5282c996549c,58,57,-1,6.435,6.487,0.05200000000000049,110,False
TR,nuscale_voygr6,w_RI_minus_20,weight,7b4d3f8f-a644-48a3-93f9-cd3c154dc5c2,104,103,-1,5.766,5.857,0.09100000000000019,110,False
TR,nuscale_voygr6,w_RI_minus_20,weight,7cc9cffa-e4e4-4546-902d-c8f4800dbdb2,30,26,-4,6.672,6.773,0.10099999999999998,110,False
PL,nuscale_voygr6,w_RI_minus_20,weight,7fc17ab0-ce24-4830-a938-b8424d1e9368,13,13,0,6.957,6.989,0.03200000000000003,61,False
BA,nuscale_voygr6,w_RI_minus_20,weight,82011c29-a3d3-4a81-a27b-019d2649a251,1,1,0,5.907,5.908,0.001000000000000334,5,False
RO,nuscale_voygr6,w_RI_minus_20,weight,825dc024-9a53-4237-bf59-cbe0af0cf87d,10,11,1,6.082,6.161,0.07899999999999974,21,False
TR,nuscale_voygr6,w_RI_minus_20,weight,82aac38c-3037-466c-9b37-bff9da707645,40,40,0,6.573,6.628,0.054999999999999716,110,False
MK,nuscale_voygr6,w_RI_minus_20,weight,83d3abe4-2049-47ad-a66b-46034edb7569,2,2,0,5.827,5.825,-0.0019999999999997797,3,False
UA,nuscale_voygr6,w_RI_minus_20,weight,83fede8b-5f92-429d-920d-9a8928a74780,4,4,0,6.697,6.708,0.01100000000000012,20,False
RO,nuscale_voygr6,w_RI_minus_20,weight,8781d874-5923-4795-9c9f-b2a6c709025a,17,17,0,5.811,5.915,0.10400000000000009,21,False
TR,nuscale_voygr6,w_RI_minus_20,weight,8a5dc384-e272-41ed-9868-a0686ac3fc7e,33,29,-4,6.664,6.722,0.05800000000000072,110,False
PL,nuscale_voygr6,w_RI_minus_20,weight,8a9d5c87-7edc-49c3-85a2-d97727b9c9b2,24,26,2,6.425,6.536,0.11099999999999977,61,False
TR,nuscale_voygr6,w_RI_minus_20,weight,8b16dc60-1a2b-4b2c-bcad-1c334d246ae3,65,65,0,6.288,6.361,0.07299999999999951,110,False
TR,nuscale_voygr6,w_RI_minus_20,weight,8dd46a05-6e0c-4009-90ad-bd5909c25622,90,91,1,5.984,6.047,0.06299999999999972,110,False
PL,nuscale_voygr6,w_RI_minus_20,weight,8dd8db4c-b62d-4f6b-a2ee-70a9ed785e7a,43,44,1,5.925,6.03,0.10500000000000043,61,False
PL,nuscale_voygr6,w_RI_minus_20,weight,8e485f8a-5c68-4541-ab1d-77783f6fcb2d,17,17,0,6.762,6.747,-0.01499999999999968,61,False
HU,nuscale_voygr6,w_RI_minus_20,weight,903d6b94-cd9d-4c32-b7e2-4bbfbee929df,5,5,0,6.338,6.307,-0.030999999999999694,11,False
AT,nuscale_voygr6,w_RI_minus_20,weight,90820fe3-9889-4faf-9906-7c528f8d7bc5,6,6,0,6.399,6.452,0.052999999999999936,6,False
TR,nuscale_voygr6,w_RI_minus_20,weight,9163ca37-1b31-409d-974f-9e7ed5e5f33d,55,54,-1,6.445,6.492,0.04699999999999971,110,False
PL,nuscale_voygr6,w_RI_minus_20,weight,917008f5-fba1-4ef7-b82d-9aded2b69267,16,16,0,6.812,6.822,0.009999999999999787,61,False
TR,nuscale_voygr6,w_RI_minus_20,weight,91f28dbb-16bd-449b-a20a-dc2b70cf2e66,69,70,1,6.206,6.267,0.06099999999999994,110,False
TR,nuscale_voygr6,w_RI_minus_20,weight,94a5c55f-c499-41b1-81da-deaa36686399,21,20,-1,6.803,6.83,0.027000000000000135,110,False
UA,nuscale_voygr6,w_RI_minus_20,weight,95872473-c476-4ceb-bcf5-54cfdf415e42,19,19,0,5.574,5.603,0.028999999999999915,20,False
RO,nuscale_voygr6,w_RI_minus_20,weight,958e4d82-853a-41f1-a442-94b4c4314221,2,2,0,7.272,7.278,0.005999999999999339,21,False
TR,nuscale_voygr6,w_RI_minus_20,weight,96129c93-83a6-4b1c-929b-bfccba86a796,70,69,-1,6.204,6.277,0.0730000000000004,110,False
TR,nuscale_voygr6,w_RI_minus_20,weight,9699244b-14c0-4e27-afd1-105494fccd60,38,41,3,6.584,6.625,0.04100000000000037,110,False
CZ,nuscale_voygr6,w_RI_minus_20,weight,97ed917e-acfa-4002-be89-4ec44972ab45,21,21,0,5.85,5.971,0.12100000000000044,29,False
TR,nuscale_voygr6,w_RI_minus_20,weight,98019711-a8c3-424a-870e-00d4fea75ed1,88,86,-2,6.036,6.11,0.07400000000000073,110,False
RO,nuscale_voygr6,w_RI_minus_20,weight,9825e28e-fd6e-460d-9caf-0342563f9060,6,6,0,6.422,6.416,-0.005999999999999339,21,False
RS,nuscale_voygr6,w_RI_minus_20,weight,993ccce2-d5e1-498d-827d-8dbfeb42582b,3,4,1,6.584,6.589,0.005000000000000782,6,False
HU,nuscale_voygr6,w_RI_minus_20,weight,997474f6-9bfd-4abd-a2ac-d8618db8f0b4,1,1,0,7.568,7.572,0.004000000000000448,11,False
AT,nuscale_voygr6,w_RI_minus_20,weight,99d712ac-7993-4186-8a0e-2e88bae7e90f,3,3,0,6.646,6.682,0.036000000000000476,6,False
TR,nuscale_voygr6,w_RI_minus_20,weight,9a6447f2-2887-4cce-a115-dc773d7f6eb1,48,48,0,6.511,6.574,0.06299999999999972,110,False
CZ,nuscale_voygr6,w_RI_minus_20,weight,9c4291f1-173b-467e-ae26-8cb01312c605,8,8,0,6.66,6.649,-0.01100000000000012,29,False
TR,nuscale_voygr6,w_RI_minus_20,weight,9eb693f6-6994-4937-bc4d-e8213baa5d47,29,34,5,6.702,6.675,-0.027000000000000135,110,False
BG,nuscale_voygr6,w_RI_minus_20,weight,a064c7ae-e699-4a94-a18c-79bdfe42bce3,4,4,0,6.83,6.803,-0.027000000000000135,7,False
PL,nuscale_voygr6,w_RI_minus_20,weight,a19228ce-f25a-4ffd-a249-9d01403e6b81,11,11,0,7.045,7.086,0.04100000000000037,61,False
BA,nuscale_voygr6,w_RI_minus_20,weight,a23d073a-cbbd-469a-b134-380945fd3f4c,4,4,0,5.84,5.813,-0.027000000000000135,5,False
SK,nuscale_voygr6,w_RI_minus_20,weight,a2d8261c-3d08-4015-946c-47dbddbd0b98,5,5,0,5.565,5.665,0.09999999999999964,5,False
TR,nuscale_voygr6,w_RI_minus_20,weight,a4af3789-2c40-41fc-a3ec-3b8d2fc6c645,62,60,-2,6.389,6.455,0.06599999999999984,110,False
RO,nuscale_voygr6,w_RI_minus_20,weight,a4fa3246-27d6-4740-898c-bdf9dadcb88c,13,12,-1,6.014,6.127,0.11299999999999955,21,False
PL,nuscale_voygr6,w_RI_minus_20,weight,a55e3643-8ed4-434b-b14f-2d549d09c0d9,20,22,2,6.642,6.651,0.008999999999999453,61,False
TR,nuscale_voygr6,w_RI_minus_20,weight,a6478cb9-5b8c-4d64-bbe6-3d3ed6a3da2c,7,7,0,7.061,7.122,0.06099999999999994,110,False
PL,nuscale_voygr6,w_RI_minus_20,weight,a67255dd-8134-418e-9377-e28516c53722,27,25,-2,6.361,6.538,0.1770000000000005,61,False
PL,nuscale_voygr6,w_RI_minus_20,weight,a6b51b4f-ba1d-49cd-bc99-8898acdbeb78,29,31,2,6.211,6.286,0.07499999999999929,61,False
CZ,nuscale_voygr6,w_RI_minus_20,weight,a6bf9980-016e-47ea-b40a-82e384a9eb43,26,26,0,5.578,5.688,0.10999999999999943,29,False
CZ,nuscale_voygr6,w_RI_minus_20,weight,a733fc13-11a4-4722-b62d-85c85a4f8ef3,12,12,0,6.419,6.462,0.04300000000000015,29,False
PL,nuscale_voygr6,w_RI_minus_20,weight,a7eeee6e-e14a-40ba-80b6-75ed2e170b20,42,42,0,5.951,6.084,0.133,61,False
PL,nuscale_voygr6,w_RI_minus_20,weight,a91dfe3d-93e0-43a1-99d2-41abdd1fc2ce,58,58,0,5.591,5.682,0.09100000000000019,61,False
TR,nuscale_voygr6,w_RI_minus_20,weight,a96dc545-41a9-4b0d-a7a3-f40ef711e5e3,45,47,2,6.555,6.58,0.025000000000000355,110,False
BA,nuscale_voygr6,w_RI_minus_20,weight,aa0bdb5e-45aa-4d15-8aee-cb5b0e14f5d9,3,3,0,5.901,5.859,-0.041999999999999815,5,False
TR,nuscale_voygr6,w_RI_minus_20,weight,aa336cdc-f6fe-4b08-b46d-69e852c501bf,41,35,-6,6.573,6.644,0.07099999999999973,110,False
CZ,nuscale_voygr6,w_RI_minus_20,weight,aa38441d-aec7-4ae9-b4c3-68c5bf567db3,19,19,0,6.122,6.127,0.004999999999999893,29,False
HR,nuscale_voygr6,w_RI_minus_20,weight,ab151830-e5bd-46de-8400-01aa4c165366,1,1,0,6.433,6.379,-0.05400000000000027,1,True
PL,nuscale_voygr6,w_RI_minus_20,weight,ab57f5c3-8699-46f9-970f-3007dfc58af4,23,23,0,6.463,6.549,0.0860000000000003,61,False
TR,nuscale_voygr6,w_RI_minus_20,weight,ad0c8590-c672-43f2-a813-1217a10f7d2d,1,1,0,7.473,7.496,0.023000000000000576,110,False
PL,nuscale_voygr6,w_RI_minus_20,weight,ad7a9c00-0c75-411f-8f89-859e603df1e6,54,52,-2,5.695,5.829,0.13399999999999945,61,False
TR,nuscale_voygr6,w_RI_minus_20,weight,adeb10a5-aaae-4e2c-b426-3db1c3d9bd5b,71,71,0,6.191,6.235,0.04400000000000048,110,False
RO,nuscale_voygr6,w_RI_minus_20,weight,aff5ffe6-fe7a-4de7-afad-9d4645a64cd9,8,8,0,6.201,6.241,0.040000000000000036,21,False
BG,nuscale_voygr6,w_RI_minus_20,weight,b01fe781-dbc7-40f8-a544-946288020042,2,2,0,7.01,6.992,-0.017999999999999794,7,False
CZ,nuscale_voygr6,w_RI_minus_20,weight,b0ba194f-3c80-4725-b1e7-fa5277b38833,6,6,0,6.748,6.756,0.008000000000000007,29,False
PL,nuscale_voygr6,w_RI_minus_20,weight,b24c9876-5a4d-4b83-b442-af2f4b0d1047,50,51,1,5.744,5.841,0.09700000000000042,61,False
PL,nuscale_voygr6,w_RI_minus_20,weight,b24f9ac5-5ddf-4b19-ba95-76dafeca3d2c,5,5,0,7.192,7.208,0.016000000000000014,61,False
MD,nuscale_voygr6,w_RI_minus_20,weight,b3eb5dd2-98cf-40c4-b9ee-2a86fd066093,1,1,0,6.456,6.474,0.017999999999999794,1,True
TR,nuscale_voygr6,w_RI_minus_20,weight,b588126a-42d6-49dc-b227-9283af5a2578,25,24,-1,6.745,6.803,0.05799999999999983,110,False
TR,nuscale_voygr6,w_RI_minus_20,weight,b5a75ec8-a2fe-42ad-b33e-ea32e20ebdfb,51,52,1,6.467,6.508,0.04100000000000037,110,False
TR,nuscale_voygr6,w_RI_minus_20,weight,b5ff798e-e059-4d8b-a903-00a1fefc62ab,26,25,-1,6.745,6.803,0.05799999999999983,110,False
PL,nuscale_voygr6,w_RI_minus_20,weight,b789a244-7d29-4be3-afe4-2f45d7f11eab,52,53,1,5.718,5.814,0.09600000000000009,61,False
TR,nuscale_voygr6,w_RI_minus_20,weight,b8875ff2-9e9d-4520-8879-c71468e9cc50,60,62,2,6.413,6.435,0.021999999999999353,110,False
PL,nuscale_voygr6,w_RI_minus_20,weight,b8a00967-90a3-4a4e-9979-6b8651d87380,33,34,1,6.146,6.259,0.11300000000000043,61,False
PL,nuscale_voygr6,w_RI_minus_20,weight,b8bc6544-1571-4906-95e0-314d62c78a24,10,9,-1,7.055,7.109,0.05400000000000027,61,False
TR,nuscale_voygr6,w_RI_minus_20,weight,bac4a081-83dc-4aba-8076-b67bfc55f54c,106,106,0,5.617,5.679,0.06200000000000028,110,False
TR,nuscale_voygr6,w_RI_minus_20,weight,bfadbe66-971d-4f64-b222-604a7ee6ac6b,28,32,4,6.715,6.7,-0.01499999999999968,110,False
RO,nuscale_voygr6,w_RI_minus_20,weight,c3790475-3d3b-4e2b-92ae-24503fe03e6b,7,7,0,6.237,6.318,0.08099999999999952,21,False
PL,nuscale_voygr6,w_RI_minus_20,weight,c39819ef-6798-4c01-9a82-9eead65b5f56,26,28,2,6.381,6.464,0.08300000000000018,61,False
PL,nuscale_voygr6,w_RI_minus_20,weight,c42c5942-264d-43a1-a9eb-95b00480eb1a,49,50,1,5.756,5.854,0.09799999999999986,61,False
UA,nuscale_voygr6,w_RI_minus_20,weight,c47eb6a3-49c1-4879-95b6-9bcd53b7af04,5,5,0,6.617,6.624,0.006999999999999673,20,False
PL,nuscale_voygr6,w_RI_minus_20,weight,c4d7f628-c108-4496-ac02-6076ea3ae448,38,39,1,6.068,6.151,0.08300000000000018,61,False
TR,nuscale_voygr6,w_RI_minus_20,weight,c657c5c3-38a2-472d-8962-9e7cefcd2c1e,10,11,1,6.908,6.946,0.03799999999999937,110,False
TR,nuscale_voygr6,w_RI_minus_20,weight,c6b846cb-3a01-4e17-9d51-da4b58fd1827,101,99,-2,5.794,5.889,0.09500000000000064,110,False
TR,nuscale_voygr6,w_RI_minus_20,weight,c7afd455-7beb-4d23-8d3b-e9a102782d2b,107,107,0,5.558,5.583,0.025000000000000355,110,False
TR,nuscale_voygr6,w_RI_minus_20,weight,c8e1cc12-080a-4e01-925d-8fd6e4334856,97,96,-1,5.863,5.919,0.05599999999999916,110,False
RS,nuscale_voygr6,w_RI_minus_20,weight,c8f15aca-174b-4be6-a6d9-abfa4685d10d,4,3,-1,6.562,6.63,0.06799999999999962,6,False
SK,nuscale_voygr6,w_RI_minus_20,weight,c97125b3-20ed-4e21-a853-b928644ec7dd,1,1,0,7.02,7.016,-0.0039999999999995595,5,False
TR,nuscale_voygr6,w_RI_minus_20,weight,c9c85786-eb26-4e7b-b280-83a54b7e834f,47,46,-1,6.527,6.581,0.05400000000000027,110,False
TR,nuscale_voygr6,w_RI_minus_20,weight,ca423571-d2ab-44d4-b5ce-3e649d9cc776,74,74,0,6.175,6.214,0.03900000000000059,110,False
TR,nuscale_voygr6,w_RI_minus_20,weight,cb08e7b6-0af3-45d9-95c3-3832e7e2677c,13,12,-1,6.878,6.939,0.06099999999999994,110,False
TR,nuscale_voygr6,w_RI_minus_20,weight,cb825b0f-e315-4221-b194-43d5b472382d,83,77,-6,6.088,6.163,0.07500000000000018,110,False
CZ,nuscale_voygr6,w_RI_minus_20,weight,cbd67443-4a4e-44fd-a9ed-20ba9574c99e,29,29,0,5.551,5.645,0.09399999999999942,29,False
TR,nuscale_voygr6,w_RI_minus_20,weight,cc635340-954c-4428-9fa1-14383c7faceb,49,49,0,6.496,6.537,0.04099999999999948,110,False
PL,nuscale_voygr6,w_RI_minus_20,weight,ccc15bde-1c5a-40bf-8f09-2fcb1e896ce5,53,54,1,5.718,5.792,0.07399999999999984,61,False
PL,nuscale_voygr6,w_RI_minus_20,weight,cd84938d-eea8-47a1-8ea6-2e9f943e5914,3,3,0,7.231,7.236,0.004999999999999893,61,False
UA,nuscale_voygr6,w_RI_minus_20,weight,cdb6adfb-52ff-4631-939a-001080b20450,6,7,1,6.461,6.492,0.030999999999999694,20,False
PL,nuscale_voygr6,w_RI_minus_20,weight,cdc888ad-fd51-4710-a5ab-3cd0fe9ddb48,15,15,0,6.838,6.87,0.03200000000000003,61,False
TR,nuscale_voygr6,w_RI_minus_20,weight,ce39538c-997e-4a7d-bc32-f164f50f9aa0,79,83,4,6.115,6.144,0.028999999999999915,110,False
UA,nuscale_voygr6,w_RI_minus_20,weight,cec871bd-c7f6-4444-b0da-9b3a9ecc6963,3,3,0,6.73,6.74,0.009999999999999787,20,False
TR,nuscale_voygr6,w_RI_minus_20,weight,cf9150af-0325-44d8-bbaf-493e742f2e2b,50,50,0,6.474,6.537,0.06299999999999972,110,False
TR,nuscale_voygr6,w_RI_minus_20,weight,d020ac37-4f23-41b1-8f1e-b425b5769424,53,59,6,6.456,6.481,0.024999999999999467,110,False
TR,nuscale_voygr6,w_RI_minus_20,weight,d12e7ffc-4cd3-4ff4-81da-ae360d59409b,85,82,-3,6.066,6.149,0.08300000000000018,110,False
TR,nuscale_voygr6,w_RI_minus_20,weight,d1863136-5ff4-4b4d-a9c0-6219e92d637d,6,6,0,7.107,7.128,0.020999999999999908,110,False
TR,nuscale_voygr6,w_RI_minus_20,weight,d21335d4-0a3d-4464-85e0-352745a38db4,59,58,-1,6.435,6.487,0.05200000000000049,110,False
RS,nuscale_voygr6,w_RI_minus_20,weight,d30af109-79cb-4ab5-a878-6f574b58116a,2,2,0,6.613,6.658,0.04499999999999993,6,False
PL,nuscale_voygr6,w_RI_minus_20,weight,d3b5a049-6bff-400b-9312-96985f03acea,59,59,0,5.539,5.628,0.08900000000000041,61,False
UA,nuscale_voygr6,w_RI_minus_20,weight,d3b9e403-7744-44c5-b5c3-999c4c1911d8,20,20,0,5.252,5.271,0.019000000000000128,20,False
TR,nuscale_voygr6,w_RI_minus_20,weight,d3f986d9-a023-4d43-a0fb-03361f310873,14,13,-1,6.878,6.892,0.014000000000000234,110,False
TR,nuscale_voygr6,w_RI_minus_20,weight,d48d2f39-d58f-4299-9b2f-56d194d2d13b,87,88,1,6.061,6.101,0.040000000000000036,110,False
RO,nuscale_voygr6,w_RI_minus_20,weight,d498ded8-449c-4672-8bb9-0ed6c8fef775,12,13,1,6.027,6.127,0.09999999999999964,21,False
TR,nuscale_voygr6,w_RI_minus_20,weight,d5151598-5a1a-4697-8147-592845ffef6c,94,95,1,5.917,5.951,0.03399999999999981,110,False
PL,nuscale_voygr6,w_RI_minus_20,weight,d60b377c-9bb4-4fd5-adb7-a9a9ba98ae76,36,36,0,6.107,6.219,0.1120000000000001,61,False
TR,nuscale_voygr6,w_RI_minus_20,weight,d6cb5642-d5ec-4a15-bc6b-8be4cb0a382e,17,19,2,6.847,6.836,-0.01100000000000012,110,False
CZ,nuscale_voygr6,w_RI_minus_20,weight,d762ceeb-514f-43a6-9f91-a2d422ed6c60,2,2,0,7.014,7.032,0.017999999999999794,29,False
RO,nuscale_voygr6,w_RI_minus_20,weight,dac2a974-a2de-46c5-b581-03985a9ae7d0,11,10,-1,6.054,6.169,0.11499999999999932,21,False
PL,nuscale_voygr6,w_RI_minus_20,weight,dadadad9-b67e-44b8-a9ab-4cbf116da20b,4,4,0,7.224,7.228,0.0039999999999995595,61,False
TR,nuscale_voygr6,w_RI_minus_20,weight,db87ce6a-3802-44c5-945f-8a95d3cf111b,81,75,-6,6.109,6.209,0.09999999999999964,110,False
PL,nuscale_voygr6,w_RI_minus_20,weight,dc87cdf1-9936-4a59-a5e9-b5e360173490,39,38,-1,6.042,6.178,0.13600000000000012,61,False
TR,nuscale_voygr6,w_RI_minus_20,weight,dd413ee8-a6f2-4e7c-8e6c-6d0ed8637d83,19,15,-4,6.817,6.855,0.038000000000000256,110,False
TR,nuscale_voygr6,w_RI_minus_20,weight,ddc8bb9c-bf77-4075-b38c-600fb072acf8,11,14,3,6.902,6.892,-0.009999999999999787,110,False
PL,nuscale_voygr6,w_RI_minus_20,weight,de6735bd-7a79-43c8-baad-1fe23d50d6f0,22,20,-2,6.536,6.664,0.1280000000000001,61,False
TR,nuscale_voygr6,w_RI_minus_20,weight,e03c394f-1c08-4101-b1fe-f6662fe4b424,15,17,2,6.861,6.842,-0.019000000000000128,110,False
RO,nuscale_voygr6,w_RI_minus_20,weight,e073b3f8-4312-4d34-b322-6289a3121af1,14,14,0,6.014,6.104,0.08999999999999986,21,False
TR,nuscale_voygr6,w_RI_minus_20,weight,e10aae79-05b7-4ad9-9d69-60ce190b4444,42,36,-6,6.573,6.644,0.07099999999999973,110,False
HU,nuscale_voygr6,w_RI_minus_20,weight,e1649639-2e45-4226-9c7a-783d2dcb6724,10,10,0,5.344,5.426,0.08199999999999985,11,False
CZ,nuscale_voygr6,w_RI_minus_20,weight,e299922a-1670-4aff-acda-fd80600af9af,7,7,0,6.721,6.742,0.020999999999999908,29,False
PL,nuscale_voygr6,w_RI_minus_20,weight,e2c23866-db1e-4316-82b5-7e3fe50c3c09,47,46,-1,5.848,5.968,0.1200000000000001,61,False
RO,nuscale_voygr6,w_RI_minus_20,weight,e43af28e-a3d3-4047-a9cf-f3b0990754b4,18,18,0,5.759,5.861,0.10199999999999942,21,False
UA,nuscale_voygr6,w_RI_minus_20,weight,e4c6a713-99e6-4fdf-afaa-d456779c504c,16,16,0,5.913,5.954,0.04099999999999948,20,False
PL,nuscale_voygr6,w_RI_minus_20,weight,e4e3b5f0-7038-47a5-84e3-04eb07b3c4d7,14,14,0,6.925,6.94,0.015000000000000568,61,False
TR,nuscale_voygr6,w_RI_minus_20,weight,e71ec827-7143-48dd-8c8a-8e81705fa971,52,51,-1,6.467,6.523,0.05600000000000005,110,False
BA,nuscale_voygr6,w_RI_minus_20,weight,e75c63e5-ef2f-4e08-8f8c-3da41215af9d,2,2,0,5.907,5.892,-0.01499999999999968,5,False
TR,nuscale_voygr6,w_RI_minus_20,weight,e780e4ac-0506-4186-9b58-0f378f878345,9,9,0,6.969,6.977,0.008000000000000007,110,False
TR,nuscale_voygr6,w_RI_minus_20,weight,e894ba3e-e397-47c9-b0b9-a72cfb6bd680,95,93,-2,5.876,5.969,0.09299999999999997,110,False
TR,nuscale_voygr6,w_RI_minus_20,weight,e8b6e342-2011-4343-b415-a8bf08501499,99,101,2,5.809,5.88,0.07099999999999973,110,False
PL,nuscale_voygr6,w_RI_minus_20,weight,e9a1ae49-ff79-462c-af4e-7c6843221d36,55,55,0,5.645,5.771,0.12600000000000033,61,False
TR,nuscale_voygr6,w_RI_minus_20,weight,e9bc02be-cf10-4b27-9b8a-0d4a954720e4,36,39,3,6.606,6.633,0.027000000000000135,110,False
PL,nuscale_voygr6,w_RI_minus_20,weight,ebc0f461-acfa-47da-8094-5b15ea3e25a0,19,19,0,6.662,6.666,0.004000000000000448,61,False
PL,nuscale_voygr6,w_RI_minus_20,weight,ee332928-87b2-4e7b-9203-20e402bc551f,12,12,0,6.99,7.007,0.01699999999999946,61,False
PL,nuscale_voygr6,w_RI_minus_20,weight,ef2ee2ae-e73e-490c-aa07-746543fe20e6,40,40,0,6.029,6.138,0.10899999999999999,61,False
HU,nuscale_voygr6,w_RI_minus_20,weight,ef325d90-6d2d-4f8f-89f2-3bc98beb149b,8,8,0,5.812,5.769,-0.04300000000000015,11,False
CZ,nuscale_voygr6,w_RI_minus_20,weight,f1d2bca1-a7a9-4404-84c1-34fc8a59dab7,25,25,0,5.619,5.744,0.125,29,False
HU,nuscale_voygr6,w_RI_minus_20,weight,f2b3a729-602a-4b6b-acc9-004244f2e556,9,9,0,5.373,5.443,0.0699999999999994,11,False
UA,nuscale_voygr6,w_RI_minus_20,weight,f2c061de-66ad-4fce-b911-7f1899f25b75,12,10,-2,6.278,6.303,0.025000000000000355,20,False
TR,nuscale_voygr6,w_RI_minus_20,weight,f2e65fcf-afc4-4443-ac14-f15c8ffe48f3,20,16,-4,6.817,6.855,0.038000000000000256,110,False
CZ,nuscale_voygr6,w_RI_minus_20,weight,f3523341-daaa-4573-a856-becb2e1bb9e3,4,3,-1,6.939,6.982,0.04300000000000015,29,False
PL,nuscale_voygr6,w_RI_minus_20,weight,f5be4e73-938d-4fe2-b585-5090ec780670,28,27,-1,6.36,6.495,0.1349999999999998,61,False
HU,nuscale_voygr6,w_RI_minus_20,weight,f7dcdb63-26e6-44cd-b440-ec14fe507d90,2,2,0,7.042,7.053,0.01100000000000012,11,False
PL,nuscale_voygr6,w_RI_minus_20,weight,f8f9f43d-6a3b-445d-818e-ca82a90ace65,51,49,-2,5.74,5.855,0.11500000000000021,61,False
TR,nuscale_voygr6,w_RI_minus_20,weight,f92bc907-9b9b-4d21-92fd-1705bd71128c,89,87,-2,6.036,6.11,0.07400000000000073,110,False
TR,nuscale_voygr6,w_RI_minus_20,weight,fa6b7ac3-c1bf-478f-8d0a-1f357ea480cf,100,98,-2,5.808,5.892,0.08400000000000052,110,False
BY,nuscale_voygr6,w_RI_minus_20,weight,fac3d0b5-36a5-48ae-8494-f2f08e4342f4,1,1,0,6.786,6.772,-0.013999999999999346,2,True
UA,nuscale_voygr6,w_RI_minus_20,weight,fb7d4d9a-3f27-4b50-9941-6a8fccd25e9a,9,9,0,6.335,6.359,0.02400000000000002,20,False
TR,nuscale_voygr6,w_RI_minus_20,weight,fc307877-758b-4dbf-afbe-abfc4a778155,35,38,3,6.613,6.634,0.020999999999999908,110,False
TR,nuscale_voygr6,w_RI_minus_20,weight,fecb62d9-6fb8-4f8d-83e3-78a7c75adb6e,64,64,0,6.321,6.379,0.05799999999999983,110,False
TR,nuscale_voygr6,w_RI_plus_20,weight,0049a899-af5f-41cd-86ae-2ba729b6365f,93,92,-1,5.942,5.92,-0.02200000000000024,110,False
RS,nuscale_voygr6,w_RI_plus_20,weight,0182ec25-0df9-4e4b-9861-d76a332bc282,1,1,0,6.715,6.67,-0.04499999999999993,6,False
UA,nuscale_voygr6,w_RI_plus_20,weight,02253fcc-4fc6-42d4-a6a8-42365487302f,13,13,0,6.148,6.102,-0.045999999999999375,20,False
