country_code,smr_key,weight_profile,scenario_family,site_id,baseline_national_rank,scenario_national_rank,rank_delta,baseline_score,scenario_score,score_delta,eligible_pair_count,small_n
PL,nuscale_voygr6,w_HI_minus_20,weight,c42c5942-264d-43a1-a9eb-95b00480eb1a,49,51,2,5.756,5.742,-0.014000000000000234,61,False
UA,nuscale_voygr6,w_HI_minus_20,weight,c47eb6a3-49c1-4879-95b6-9bcd53b7af04,5,5,0,6.617,6.614,-0.0030000000000001137,20,False
PL,nuscale_voygr6,w_HI_minus_20,weight,c4d7f628-c108-4496-ac02-6076ea3ae448,38,37,-1,6.068,6.065,-0.0029999999999992255,61,False
TR,nuscale_voygr6,w_HI_minus_20,weight,c657c5c3-38a2-472d-8962-9e7cefcd2c1e,10,16,6,6.908,6.827,-0.0810000000000004,110,False
TR,nuscale_voygr6,w_HI_minus_20,weight,c6b846cb-3a01-4e17-9d51-da4b58fd1827,101,99,-2,5.794,5.784,-0.009999999999999787,110,False
TR,nuscale_voygr6,w_HI_minus_20,weight,c7afd455-7beb-4d23-8d3b-e9a102782d2b,107,107,0,5.558,5.553,-0.004999999999999893,110,False
TR,nuscale_voygr6,w_HI_minus_20,weight,c8e1cc12-080a-4e01-925d-8fd6e4334856,97,96,-1,5.863,5.825,-0.038000000000000256,110,False
RS,nuscale_voygr6,w_HI_minus_20,weight,c8f15aca-174b-4be6-a6d9-abfa4685d10d,4,3,-1,6.562,6.596,0.03399999999999981,6,False
SK,nuscale_voygr6,w_HI_minus_20,weight,c97125b3-20ed-4e21-a853-b928644ec7dd,1,1,0,7.02,7.069,0.04900000000000038,5,False
TR,nuscale_voygr6,w_HI_minus_20,weight,c9c85786-eb26-4e7b-b280-83a54b7e834f,47,47,0,6.527,6.461,-0.06599999999999984,110,False
TR,nuscale_voygr6,w_HI_minus_20,weight,ca423571-d2ab-44d4-b5ce-3e649d9cc776,74,72,-2,6.175,6.117,-0.05799999999999983,110,False
TR,nuscale_voygr6,w_HI_minus_20,weight,cb08e7b6-0af3-45d9-95c3-3832e7e2677c,13,10,-3,6.878,6.893,0.01499999999999968,110,False
TR,nuscale_voygr6,w_HI_minus_20,weight,cb825b0f-e315-4221-b194-43d5b472382d,83,75,-8,6.088,6.09,0.0019999999999997797,110,False
CZ,nuscale_voygr6,w_HI_minus_20,weight,cbd67443-4a4e-44fd-a9ed-20ba9574c99e,29,29,0,5.551,5.546,-0.004999999999999893,29,False
TR,nuscale_voygr6,w_HI_minus_20,weight,cc635340-954c-4428-9fa1-14383c7faceb,49,50,1,6.496,6.429,-0.06700000000000017,110,False
PL,nuscale_voygr6,w_HI_minus_20,weight,ccc15bde-1c5a-40bf-8f09-2fcb1e896ce5,53,52,-1,5.718,5.72,0.0019999999999997797,61,False
PL,nuscale_voygr6,w_HI_minus_20,weight,cd84938d-eea8-47a1-8ea6-2e9f943e5914,3,3,0,7.231,7.275,0.04400000000000048,61,False
UA,nuscale_voygr6,w_HI_minus_20,weight,cdb6adfb-52ff-4631-939a-001080b20450,6,6,0,6.461,6.501,0.040000000000000036,20,False
PL,nuscale_voygr6,w_HI_minus_20,weight,cdc888ad-fd51-4710-a5ab-3cd0fe9ddb48,15,16,1,6.838,6.834,-0.004000000000000448,61,False
TR,nuscale_voygr6,w_HI_minus_20,weight,ce39538c-997e-4a7d-bc32-f164f50f9aa0,79,84,5,6.115,6.032,-0.08300000000000018,110,False
UA,nuscale_voygr6,w_HI_minus_20,weight,cec871bd-c7f6-4444-b0da-9b3a9ecc6963,3,3,0,6.73,6.75,0.019999999999999574,20,False
TR,nuscale_voygr6,w_HI_minus_20,weight,cf9150af-0325-44d8-bbaf-493e742f2e2b,50,49,-1,6.474,6.442,-0.03200000000000003,110,False
TR,nuscale_voygr6,w_HI_minus_20,weight,d020ac37-4f23-41b1-8f1e-b425b5769424,53,55,2,6.456,6.385,-0.07100000000000062,110,False
TR,nuscale_voygr6,w_HI_minus_20,weight,d12e7ffc-4cd3-4ff4-81da-ae360d59409b,85,76,-9,6.066,6.08,0.014000000000000234,110,False
TR,nuscale_voygr6,w_HI_minus_20,weight,d1863136-5ff4-4b4d-a9c0-6219e92d637d,6,6,0,7.107,7.031,-0.07600000000000051,110,False
TR,nuscale_voygr6,w_HI_minus_20,weight,d21335d4-0a3d-4464-85e0-352745a38db4,59,59,0,6.435,6.366,-0.06899999999999995,110,False
RS,nuscale_voygr6,w_HI_minus_20,weight,d30af109-79cb-4ab5-a878-6f574b58116a,2,4,2,6.613,6.554,-0.05900000000000016,6,False
PL,nuscale_voygr6,w_HI_minus_20,weight,d3b5a049-6bff-400b-9312-96985f03acea,59,59,0,5.539,5.515,-0.02400000000000002,61,False
UA,nuscale_voygr6,w_HI_minus_20,weight,d3b9e403-7744-44c5-b5c3-999c4c1911d8,20,20,0,5.252,5.33,0.07800000000000029,20,False
TR,nuscale_voygr6,w_HI_minus_20,weight,d3f986d9-a023-4d43-a0fb-03361f310873,14,12,-2,6.878,6.846,-0.03200000000000003,110,False
TR,nuscale_voygr6,w_HI_minus_20,weight,d48d2f39-d58f-4299-9b2f-56d194d2d13b,87,81,-6,6.061,6.054,-0.006999999999999673,110,False
RO,nuscale_voygr6,w_HI_minus_20,weight,d498ded8-449c-4672-8bb9-0ed6c8fef775,12,12,0,6.027,6.054,0.027000000000000135,21,False
TR,nuscale_voygr6,w_HI_minus_20,weight,d5151598-5a1a-4697-8147-592845ffef6c,94,93,-1,5.917,5.911,-0.006000000000000227,110,False
PL,nuscale_voygr6,w_HI_minus_20,weight,d60b377c-9bb4-4fd5-adb7-a9a9ba98ae76,36,34,-2,6.107,6.128,0.020999999999999908,61,False
TR,nuscale_voygr6,w_HI_minus_20,weight,d6cb5642-d5ec-4a15-bc6b-8be4cb0a382e,17,15,-2,6.847,6.839,-0.008000000000000007,110,False
CZ,nuscale_voygr6,w_HI_minus_20,weight,d762ceeb-514f-43a6-9f91-a2d422ed6c60,2,2,0,7.014,7.049,0.03500000000000014,29,False
RO,nuscale_voygr6,w_HI_minus_20,weight,dac2a974-a2de-46c5-b581-03985a9ae7d0,11,11,0,6.054,6.087,0.032999999999999474,21,False
PL,nuscale_voygr6,w_HI_minus_20,weight,dadadad9-b67e-44b8-a9ab-4cbf116da20b,4,4,0,7.224,7.275,0.051000000000000156,61,False
TR,nuscale_voygr6,w_HI_minus_20,weight,db87ce6a-3802-44c5-945f-8a95d3cf111b,81,79,-2,6.109,6.062,-0.04699999999999971,110,False
PL,nuscale_voygr6,w_HI_minus_20,weight,dc87cdf1-9936-4a59-a5e9-b5e360173490,39,40,1,6.042,6.041,-0.0009999999999994458,61,False
TR,nuscale_voygr6,w_HI_minus_20,weight,dd413ee8-a6f2-4e7c-8e6c-6d0ed8637d83,19,22,3,6.817,6.732,-0.08499999999999996,110,False
TR,nuscale_voygr6,w_HI_minus_20,weight,ddc8bb9c-bf77-4075-b38c-600fb072acf8,11,17,6,6.902,6.826,-0.07600000000000051,110,False
PL,nuscale_voygr6,w_HI_minus_20,weight,de6735bd-7a79-43c8-baad-1fe23d50d6f0,22,22,0,6.536,6.518,-0.017999999999999794,61,False
TR,nuscale_voygr6,w_HI_minus_20,weight,e03c394f-1c08-4101-b1fe-f6662fe4b424,15,11,-4,6.861,6.851,-0.009999999999999787,110,False
RO,nuscale_voygr6,w_HI_minus_20,weight,e073b3f8-4312-4d34-b322-6289a3121af1,14,14,0,6.014,6.025,0.01100000000000012,21,False
TR,nuscale_voygr6,w_HI_minus_20,weight,e10aae79-05b7-4ad9-9d69-60ce190b4444,42,39,-3,6.573,6.528,-0.04500000000000082,110,False
HU,nuscale_voygr6,w_HI_minus_20,weight,e1649639-2e45-4226-9c7a-783d2dcb6724,10,10,0,5.344,5.33,-0.014000000000000234,11,False
CZ,nuscale_voygr6,w_HI_minus_20,weight,e299922a-1670-4aff-acda-fd80600af9af,7,7,0,6.721,6.759,0.038000000000000256,29,False
PL,nuscale_voygr6,w_HI_minus_20,weight,e2c23866-db1e-4316-82b5-7e3fe50c3c09,47,47,0,5.848,5.877,0.028999999999999915,61,False
RO,nuscale_voygr6,w_HI_minus_20,weight,e43af28e-a3d3-4047-a9cf-f3b0990754b4,18,18,0,5.759,5.761,0.0019999999999997797,21,False
UA,nuscale_voygr6,w_HI_minus_20,weight,e4c6a713-99e6-4fdf-afaa-d456779c504c,16,17,1,5.913,5.931,0.017999999999999794,20,False
PL,nuscale_voygr6,w_HI_minus_20,weight,e4e3b5f0-7038-47a5-84e3-04eb07b3c4d7,14,14,0,6.925,6.911,-0.014000000000000234,61,False
TR,nuscale_voygr6,w_HI_minus_20,weight,e71ec827-7143-48dd-8c8a-8e81705fa971,52,54,2,6.467,6.402,-0.0649999999999995,110,False
BA,nuscale_voygr6,w_HI_minus_20,weight,e75c63e5-ef2f-4e08-8f8c-3da41215af9d,2,2,0,5.907,5.909,0.0019999999999997797,5,False
TR,nuscale_voygr6,w_HI_minus_20,weight,e780e4ac-0506-4186-9b58-0f378f878345,9,9,0,6.969,6.944,-0.025000000000000355,110,False
TR,nuscale_voygr6,w_HI_minus_20,weight,e894ba3e-e397-47c9-b0b9-a72cfb6bd680,95,95,0,5.876,5.883,0.006999999999999673,110,False
TR,nuscale_voygr6,w_HI_minus_20,weight,e8b6e342-2011-4343-b415-a8bf08501499,99,102,3,5.809,5.733,-0.07600000000000051,110,False
PL,nuscale_voygr6,w_HI_minus_20,weight,e9a1ae49-ff79-462c-af4e-7c6843221d36,55,53,-2,5.645,5.719,0.07400000000000073,61,False
TR,nuscale_voygr6,w_HI_minus_20,weight,e9bc02be-cf10-4b27-9b8a-0d4a954720e4,36,34,-2,6.606,6.578,-0.02799999999999958,110,False
PL,nuscale_voygr6,w_HI_minus_20,weight,ebc0f461-acfa-47da-8094-5b15ea3e25a0,19,20,1,6.662,6.676,0.014000000000000234,61,False
PL,nuscale_voygr6,w_HI_minus_20,weight,ee332928-87b2-4e7b-9203-20e402bc551f,12,12,0,6.99,7.031,0.04099999999999948,61,False
PL,nuscale_voygr6,w_HI_minus_20,weight,ef2ee2ae-e73e-490c-aa07-746543fe20e6,40,39,-1,6.029,6.046,0.017000000000000348,61,False
HU,nuscale_voygr6,w_HI_minus_20,weight,ef325d90-6d2d-4f8f-89f2-3bc98beb149b,8,8,0,5.812,5.859,0.04699999999999971,11,False
CZ,nuscale_voygr6,w_HI_minus_20,weight,f1d2bca1-a7a9-4404-84c1-34fc8a59dab7,25,25,0,5.619,5.616,-0.0030000000000001137,29,False
HU,nuscale_voygr6,w_HI_minus_20,weight,f2b3a729-602a-4b6b-acc9-004244f2e556,9,9,0,5.373,5.368,-0.004999999999999893,11,False
UA,nuscale_voygr6,w_HI_minus_20,weight,f2c061de-66ad-4fce-b911-7f1899f25b75,12,12,0,6.278,6.305,0.027000000000000135,20,False
TR,nuscale_voygr6,w_HI_minus_20,weight,f2e65fcf-afc4-4443-ac14-f15c8ffe48f3,20,23,3,6.817,6.732,-0.08499999999999996,110,False
CZ,nuscale_voygr6,w_HI_minus_20,weight,f3523341-daaa-4573-a856-becb2e1bb9e3,4,4,0,6.939,6.984,0.04499999999999993,29,False
PL,nuscale_voygr6,w_HI_minus_20,weight,f5be4e73-938d-4fe2-b585-5090ec780670,28,28,0,6.36,6.361,0.0009999999999994458,61,False
HU,nuscale_voygr6,w_HI_minus_20,weight,f7dcdb63-26e6-44cd-b440-ec14fe507d90,2,2,0,7.042,7.085,0.04300000000000015,11,False
PL,nuscale_voygr6,w_HI_minus_20,weight,f8f9f43d-6a3b-445d-818e-ca82a90ace65,51,49,-2,5.74,5.784,0.043999999999999595,61,False
TR,nuscale_voygr6,w_HI_minus_20,weight,f92bc907-9b9b-4d21-92fd-1705bd71128c,89,86,-3,6.036,6.008,-0.02799999999999958,110,False
TR,nuscale_voygr6,w_HI_minus_20,weight,fa6b7ac3-c1bf-478f-8d0a-1f357ea480cf,100,101,1,5.808,5.755,-0.052999999999999936,110,False
BY,nuscale_voygr6,w_HI_minus_20,weight,fac3d0b5-36a5-48ae-8494-f2f08e4342f4,1,1,0,6.786,6.822,0.036000000000000476,2,True
UA,nuscale_voygr6,w_HI_minus_20,weight,fb7d4d9a-3f27-4b50-9941-6a8fccd25e9a,9,10,1,6.335,6.361,0.0259999999999998,20,False
TR,nuscale_voygr6,w_HI_minus_20,weight,fc307877-758b-4dbf-afbe-abfc4a778155,35,37,2,6.613,6.554,-0.05900000000000016,110,False
TR,nuscale_voygr6,w_HI_minus_20,weight,fecb62d9-6fb8-4f8d-83e3-78a7c75adb6e,64,65,1,6.321,6.25,-0.07099999999999973,110,False
TR,nuscale_voygr6,w_HI_plus_20,weight,0049a899-af5f-41cd-86ae-2ba729b6365f,93,92,-1,5.942,5.985,0.04300000000000015,110,False
RS,nuscale_voygr6,w_HI_plus_20,weight,0182ec25-0df9-4e4b-9861-d76a332bc282,1,1,0,6.715,6.767,0.05200000000000049,6,False
UA,nuscale_voygr6,w_HI_plus_20,weight,02253fcc-4fc6-42d4-a6a8-42365487302f,13,13,0,6.148,6.069,-0.07899999999999974,20,False
TR,nuscale_voygr6,w_HI_plus_20,weight,0248611c-b745-404f-ad50-c2870882c7a1,18,16,-2,6.832,6.879,0.04699999999999971,110,False
UA,nuscale_voygr6,w_HI_plus_20,weight,038d42e9-769b-4b22-9513-dccff48b42cd,15,16,1,5.93,5.841,-0.08899999999999952,20,False
HU,nuscale_voygr6,w_HI_plus_20,weight,059b3ad4-7196-4e6b-b169-8605ceeed841,4,4,0,6.601,6.579,-0.02200000000000024,11,False
CZ,nuscale_voygr6,w_HI_plus_20,weight,05daa6b2-bb29-4c26-a459-855626673955,13,13,0,6.34,6.318,-0.02200000000000024,29,False
PL,nuscale_voygr6,w_HI_plus_20,weight,06641fea-8997-4b69-a618-6afa34b82591,44,43,-1,5.912,5.919,0.006999999999999673,61,False
SK,nuscale_voygr6,w_HI_plus_20,weight,06defca3-9105-437f-afd4-52f5603d9b8e,4,4,0,6.272,6.252,-0.020000000000000462,5,False
TR,nuscale_voygr6,w_HI_plus_20,weight,0947a4c8-4fc1-492f-9c66-2c9a993c7fb0,54,58,4,6.445,6.477,0.03200000000000003,110,False
CZ,nuscale_voygr6,w_HI_plus_20,weight,0ae8917b-a70b-41e5-82de-e4963a7686e3,16,16,0,6.265,6.258,-0.006999999999999673,29,False
PL,nuscale_voygr6,w_HI_plus_20,weight,0b187a1d-55de-47cf-96a3-06abc8ff2476,18,19,1,6.662,6.649,-0.0129999999999999,61,False
TR,nuscale_voygr6,w_HI_plus_20,weight,0ca4ff78-4113-4ad9-ac04-0fd541d42338,78,78,0,6.123,6.184,0.06099999999999994,110,False
TR,nuscale_voygr6,w_HI_plus_20,weight,0fec985c-c66e-40af-a123-a9ba4db269bb,63,63,0,6.35,6.415,0.06500000000000039,110,False
TR,nuscale_voygr6,w_HI_plus_20,weight,1289753b-43db-4058-8fe1-6e38b5fb01b5,27,28,1,6.726,6.754,0.02799999999999958,110,False
TR,nuscale_voygr6,w_HI_plus_20,weight,142cad75-648a-495d-8c10-792351e72126,4,6,2,7.153,7.172,0.019000000000000128,110,False
CZ,nuscale_voygr6,w_HI_plus_20,weight,14e88076-ce0e-4693-bca4-e80f3f013c7f,18,18,0,6.259,6.239,-0.020000000000000462,29,False
TR,nuscale_voygr6,w_HI_plus_20,weight,1624a526-07d8-44a4-8ed7-3b035b748f03,105,106,1,5.653,5.654,0.001000000000000334,110,False
TR,nuscale_voygr6,w_HI_plus_20,weight,166f5fcc-1cc4-4cf5-9e52-59e7ce1557c6,23,29,6,6.759,6.752,-0.007000000000000561,110,False
SK,nuscale_voygr6,w_HI_plus_20,weight,1719d38b-61e8-4b01-844b-3a2f85c8a186,3,3,0,6.503,6.476,-0.027000000000000135,5,False
MK,nuscale_voygr6,w_HI_plus_20,weight,1739b1b7-a6f3-466c-9dfa-3d1de9d5b6db,1,1,0,6.391,6.332,-0.05900000000000016,3,False
TR,nuscale_voygr6,w_HI_plus_20,weight,17568f0f-91fd-4efe-b4df-2c7cc5d80b7d,110,110,0,5.073,5.096,0.022999999999999687,110,False
CZ,nuscale_voygr6,w_HI_plus_20,weight,180880c2-7284-4723-b02a-a62348b9b40b,9,9,0,6.633,6.612,-0.020999999999999908,29,False
TR,nuscale_voygr6,w_HI_plus_20,weight,1820429d-bd95-4e56-a6db-d9bb57e2ae07,96,95,-1,5.865,5.918,0.052999999999999936,110,False
PL,nuscale_voygr6,w_HI_plus_20,weight,187b4fd7-6a61-4e94-8ed4-495ac6dfc317,25,23,-2,6.419,6.457,0.038000000000000256,61,False
RO,nuscale_voygr6,w_HI_plus_20,weight,18ecb024-ee4f-4045-8254-5e95d61dea8c,15,15,0,5.958,5.974,0.016000000000000014,21,False
LV,nuscale_voygr6,w_HI_plus_20,weight,1a5b8f8f-f4be-4514-8738-755d25e19b41,1,1,0,6.728,6.698,-0.02999999999999936,1,True
CZ,nuscale_voygr6,w_HI_plus_20,weight,1c059a42-608c-4753-8fcf-ba797d94f900,24,24,0,5.68,5.681,0.001000000000000334,29,False
TR,nuscale_voygr6,w_HI_plus_20,weight,1ce7624e-1d72-4293-8ff4-09096b56ddd2,109,109,0,5.401,5.425,0.02400000000000002,110,False
PL,nuscale_voygr6,w_HI_plus_20,weight,1d19dce6-c458-4656-901d-6a8d3c548761,9,8,-1,7.075,7.08,0.004999999999999893,61,False
RO,nuscale_voygr6,w_HI_plus_20,weight,1d8be6d0-f3a5-4b32-9d46-3526289731f8,21,21,0,5.375,5.351,-0.02400000000000002,21,False
TR,nuscale_voygr6,w_HI_plus_20,weight,1f305180-6bbf-4758-9a98-78bc9e96e195,46,49,3,6.528,6.555,0.027000000000000135,110,False
PL,nuscale_voygr6,w_HI_plus_20,weight,202d797d-b0f9-4cd0-bbac-d7bb06805c09,37,35,-2,6.071,6.089,0.018000000000000682,61,False
CZ,nuscale_voygr6,w_HI_plus_20,weight,20bce4f5-ca0b-4145-87e5-0a0694343f31,17,17,0,6.263,6.255,-0.008000000000000007,29,False
CZ,nuscale_voygr6,w_HI_plus_20,weight,20c9d02d-e9e8-40b3-a11e-7a2e01018d8c,14,14,0,6.34,6.318,-0.02200000000000024,29,False
TR,nuscale_voygr6,w_HI_plus_20,weight,21ccc44f-3244-4e7f-9654-eae424288200,76,75,-1,6.13,6.206,0.07600000000000051,110,False
TR,nuscale_voygr6,w_HI_plus_20,weight,231565d3-4f56-43ee-a357-1f4451c6fbc3,37,35,-2,6.588,6.674,0.0860000000000003,110,False
TR,nuscale_voygr6,w_HI_plus_20,weight,2350bab4-9869-43f1-b62f-a4d5aea77ef5,77,76,-1,6.13,6.206,0.07600000000000051,110,False
PL,nuscale_voygr6,w_HI_plus_20,weight,239ea0eb-a9c4-43cc-ac5f-35271bdc6613,7,6,-1,7.102,7.109,0.006999999999999673,61,False
CZ,nuscale_voygr6,w_HI_plus_20,weight,274ec928-e527-44cf-86c5-b6eddc09d0f7,20,20,0,5.918,5.911,-0.007000000000000561,29,False
PL,nuscale_voygr6,w_HI_plus_20,weight,27fc89b3-ee57-44ac-8073-a700bc8d12e8,41,41,0,6.003,5.989,-0.014000000000000234,61,False
CZ,nuscale_voygr6,w_HI_plus_20,weight,287cbb48-bb08-40dd-82c5-cfe1530dfbb9,1,1,0,7.075,7.028,-0.0470000000000006,29,False
HU,nuscale_voygr6,w_HI_plus_20,weight,28b36531-865d-42ae-afb3-b8bad86f7014,6,6,0,6.305,6.242,-0.06299999999999972,11,False
PL,nuscale_voygr6,w_HI_plus_20,weight,29479c3f-8db8-4f62-90e8-59ad6739f90b,34,33,-1,6.12,6.153,0.032999999999999474,61,False
