country_code,site_name,site_id,nearest_airport_km,nearest_airport_name,nearest_airport_type,flight_path_distance_km,airport_count,hi01_quality,hi01_comment,nearest_seveso_km,nearest_industrial_km,hi02_quality,hi02_comment,nearest_toxic_source_km,hi03_quality,hi03_comment,nearest_flammable_storage_km,nearest_pipeline_km,hi04_quality,hi04_comment,hazmat_route_distance_km,hi05_quality,hi05_comment,nearest_military_km,nearest_military_name,military_count,hi06_quality,hi06_comment,nearest_transmitter_km,transmitter_type,transmitter_count,hi07_quality,hi07_comment,nearest_nuclear_km,nearest_nuclear_name,hi08_quality,hi08_comment,fetched_at,run_id,source_db,merge_run_id
BG,Ruse Iztok power station,704ef487-f600-4f23-b06e-a0f81b627597,9.86,Nikolovo Airfield,small_airport,4.93,5,high,Nearest: Nikolovo Airfield (small_airport) at 9.9 km; Nearest large: 71.2 km; Nearest medium: 83.1 km; Within 30 km: 5; Source: OurAirports; quality: high,5.24,5.24,high,Nearest chemical/petrochemical: Refinery Polisan at 5.2 km; Within 5 km: 0; Within 10 km: 2; Source: EEA E-PRTR; quality: high,,high,No toxic release sources within search radius; Source: EEA E-PRTR; quality: high,5.24,,high,Nearest flammable storage: Refinery Polisan at 5.2 km; Within 2 km: 0; Within 5 km: 0; Source: EEA E-PRTR; quality: high,,,,3.44,,35,high,"Nearest military: unnamed (bunker), 3.4 km [A6]. Total features within 25 km: 35. Source: OSM Overpass [FIX-04 military]",1.51,lighting,37,medium,"Nearest transmitter: lighting, 1.5 km. Total within 25 km: 37. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 07:23:28.792873+00:00,fix04_20260418_071244,api,merge_phase2_20260421
BG,Sliven power station,93685558-3355-4da2-9a4a-4cccd89f9269,2.89,Sliven Barshen Airfield,small_airport,1.45,3,high,"Nearest: Sliven Barshen Airfield (small_airport) at 2.9 km; Nearest large: 97.8 km; Nearest medium: 22.3 km; Within 30 km: 3; Violations: A1, A3; Source: OurAirports; quality: high",,,medium,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: medium,,medium,No toxic release sources within search radius; Source: EEA E-PRTR; quality: medium,,,medium,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: medium,,,,0.74,,22,high,"Nearest military: unnamed (military), 0.7 km [A5]. Total features within 25 km: 22. Source: OSM Overpass [FIX-04 military]",2.64,mast,60,medium,"Nearest transmitter: mast, 2.6 km. Total within 25 km: 60. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 07:24:36.816062+00:00,fix04_20260418_071244,api,merge_phase2_20260421
BG,Svilosa power station,2fb27566-cc7b-4530-8ff9-e55e3a1985bd,3.18,Svishtov Airfield,small_airport,1.59,3,high,"Nearest: Svishtov Airfield (small_airport) at 3.2 km; Nearest medium: 63.8 km; Within 30 km: 3; Violations: A1, A3; Source: OurAirports; quality: high",,,medium,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: medium,,medium,No toxic release sources within search radius; Source: EEA E-PRTR; quality: medium,,,medium,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: medium,,,,4.7,,7,high,"Nearest military: unnamed (bunker), 4.7 km [A6]. Total features within 25 km: 7. Source: OSM Overpass [FIX-04 military]",4.75,communication,8,medium,"Nearest transmitter: communication, 4.7 km. Total within 25 km: 8. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 07:24:47.245520+00:00,fix04_20260418_071244,api,merge_phase2_20260421
BG,Varna power station,85c56b15-450b-4bb1-b75e-5ea00ee51cb2,6.37,Varna Airport,large_airport,3.19,4,high,Nearest: Varna Airport (large_airport) at 6.4 km; Nearest large: 6.4 km; Nearest medium: 42.2 km; Within 30 km: 4; Violations: A4; Source: OurAirports; quality: high,,11.72,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,11.72,high,Nearest toxic release source: Hus OOD at 11.7 km; Within 5 km: 0; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,1.12,ТЕРЕМ-КРЗ Флотски Арсенал Варна ЕООД,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],5.6,mast,64,medium,"Nearest transmitter: mast, 5.6 km. Total within 25 km: 64. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-17 20:20:26.592343+00:00,fix04_20260417_182300,api,merge_phase2_20260421
BG,Vidin Works power station,a064c7ae-e699-4a94-a18c-79bdfe42bce3,8.69,Vidin Smurdan Airfield,small_airport,4.35,1,high,Nearest: Vidin Smurdan Airfield (small_airport) at 8.7 km; Nearest large: 92.5 km; Within 30 km: 1; Source: OurAirports; quality: high,,,medium,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: medium,,medium,No toxic release sources within search radius; Source: EEA E-PRTR; quality: medium,,,medium,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: medium,,,,6.29,,7,medium,"Nearest military: unnamed (range), 6.3 km [A5]. Total features within 25 km: 7. Source: OSM Overpass [FIX-04 military]",1.44,mast,0,not_found,No transmitters/masts found within 25 km. Source: OSM Overpass [FIX-04 transmitter],,,,,2026-04-17 20:24:18.609110+00:00,fix04_20260417_182300,api,merge_phase2_20260421
BY,Lelchitsy power station,68aabff9-e662-4b9f-b37d-4c2ebc5f7539,61.7,VD Bolshoy Bokov Airfield,small_airport,30.85,0,high,Nearest: VD Bolshoy Bokov Airfield (small_airport) at 61.7 km; Within 30 km: 0; Source: OurAirports; quality: high,,,not_applicable,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: insufficient,,not_applicable,No toxic release sources within search radius; Source: EEA E-PRTR; quality: insufficient,,,not_applicable,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: insufficient,,,,0.14,ваеннай ўстанова,2,high,"Nearest military: ваеннай ўстанова (range), 0.1 km [A5]. Total features within 25 km: 2. Source: OSM Overpass [FIX-04 military]",0.74,mast,49,medium,"Nearest transmitter: mast, 0.7 km. Total within 25 km: 49. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-17 20:28:14.284543+00:00,fix04_20260417_183150,api,merge_phase2_20260421
BY,Zelwa power station,fac3d0b5-36a5-48ae-8494-f2f08e4342f4,49.96,Shchuchyn,small_airport,24.98,0,high,Nearest: Shchuchyn (small_airport) at 50.0 km; Nearest medium: 66.1 km; Within 30 km: 0; Source: OurAirports; quality: high,,,not_applicable,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: insufficient,,not_applicable,No toxic release sources within search radius; Source: EEA E-PRTR; quality: insufficient,,,not_applicable,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: insufficient,,,,0.14,Ваенны камісарыят Зэльвенскага раёна,2,high,"Nearest military: Ваенны камісарыят Зэльвенскага раёна (office), 0.1 km [A5]. Total features within 25 km: 2. Source: OSM Overpass [FIX-04 military]",0.62,lighting,214,medium,"Nearest transmitter: lighting, 0.6 km. Total within 25 km: 214. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 07:25:35.569781+00:00,fix04_20260418_071244,api,merge_phase2_20260421
CZ,Chvaletice power station,d762ceeb-514f-43a6-9f91-a2d422ed6c60,5.05,Škudly Airstrip,small_airport,2.53,18,high,Nearest: Škudly Airstrip (small_airport) at 5.1 km; Nearest large: 20.7 km; Nearest medium: 11.0 km; Within 30 km: 18; Source: OurAirports; quality: high,,,medium,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: medium,,medium,No toxic release sources within search radius; Source: EEA E-PRTR; quality: medium,,,medium,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: medium,,,,8.8,ÚŽ-6a Mokošín,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],0.86,communication,0,not_found,No transmitters/masts found within 25 km. Source: OSM Overpass [FIX-04 transmitter],,,,,2026-04-17 20:29:38.862955+00:00,fix04_20260417_182300,api,merge_phase2_20260421
CZ,Detmarovice power station,a733fc13-11a4-4722-b62d-85c85a4f8ef3,6.17,Letiště Orlová,small_airport,3.08,12,high,Nearest: Letiště Orlová (small_airport) at 6.2 km; Nearest large: 34.5 km; Nearest medium: 75.7 km; Within 30 km: 12; Source: OurAirports; quality: high,,24.41,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,24.41,high,Nearest toxic release source: Site nr 2251 at 24.4 km; Within 5 km: 0; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,1.38,XVI/15/A-140 Z,64,high,"Nearest military: XVI/15/A-140 Z (bunker), 1.4 km [A6]. Total features within 25 km: 64. Source: OSM Overpass [FIX-04 military]",1.11,mast,255,medium,"Nearest transmitter: mast, 1.1 km. Total within 25 km: 255. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-17 20:40:44.556598+00:00,fix04_20260417_182300,api,merge_phase2_20260421
CZ,Hodonin power station,180880c2-7284-4723-b02a-a62348b9b40b,4.28,Holič Airfield,small_airport,2.14,14,high,Nearest: Holič Airfield (small_airport) at 4.3 km; Nearest large: 75.6 km; Nearest medium: 30.9 km; Within 30 km: 14; Source: OurAirports; quality: high,,,medium,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: medium,,medium,No toxic release sources within search radius; Source: EEA E-PRTR; quality: medium,,,medium,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: medium,,,,9.34,Einmannbunker,95,medium,"Nearest military: Einmannbunker (bunker), 9.3 km [A6]. Total features within 25 km: 95. Source: OSM Overpass [FIX-04 military]",0.06,lighting,126,medium,"Nearest transmitter: lighting, 0.1 km. Total within 25 km: 126. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-17 20:48:16.767960+00:00,fix04_20260417_183150,api,merge_phase2_20260421
CZ,Karvina power station,43e5b2b4-2ccf-46ab-b01e-e3d480146455,4.77,Letiště Orlová,small_airport,2.39,13,high,Nearest: Letiště Orlová (small_airport) at 4.8 km; Nearest large: 30.1 km; Nearest medium: 66.3 km; Within 30 km: 13; Source: OurAirports; quality: high,,,medium,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: medium,,medium,No toxic release sources within search radius; Source: EEA E-PRTR; quality: medium,,,medium,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: medium,,,,3.22,Muzeum Civilní Ochrany - Archa Projekt,59,high,"Nearest military: Muzeum Civilní Ochrany - Archa Projekt (bunker), 3.2 km [A6]. Total features within 25 km: 59. Source: OSM Overpass [FIX-04 military]",2.65,tower,227,medium,"Nearest transmitter: tower, 2.7 km. Total within 25 km: 227. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-17 20:43:48.921234+00:00,fix04_20260417_182300,api,merge_phase2_20260421
CZ,Kladno power station,f1d2bca1-a7a9-4404-84c1-34fc8a59dab7,3.33,Kladno Hospital Heliport,heliport,2.65,30,high,Nearest: Kladno Hospital Heliport (heliport) at 3.3 km; Nearest large: 11.0 km; Nearest medium: 20.3 km; Within 30 km: 30; Violations: A4; Source: OurAirports; quality: high,,,medium,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: medium,,medium,No toxic release sources within search radius; Source: EEA E-PRTR; quality: medium,,,medium,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: medium,,,,1.41,Pozorovatelna CO Halda,116,high,"Nearest military: Pozorovatelna CO Halda (bunker), 1.4 km [A6]. Total features within 25 km: 116. Source: OSM Overpass [FIX-04 military]",1.88,communication,334,medium,"Nearest transmitter: communication, 1.9 km. Total within 25 km: 334. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 07:26:13.645180+00:00,fix04_20260418_071244,api,merge_phase2_20260421
CZ,Komorany power station,274ec928-e527-44cf-86c5-b6eddc09d0f7,4.63,Most Hospital Heliport,heliport,3.93,17,high,Nearest: Most Hospital Heliport (heliport) at 4.6 km; Nearest large: 58.6 km; Nearest medium: 67.6 km; Within 30 km: 17; Source: OurAirports; quality: high,,,medium,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: medium,,medium,No toxic release sources within search radius; Source: EEA E-PRTR; quality: medium,,,medium,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: medium,,,,0.56,VI./118/C,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],3.73,communication,0,not_found,No transmitters/masts found within 25 km. Source: OSM Overpass [FIX-04 transmitter],,,,,2026-04-17 20:48:59.998557+00:00,fix04_20260417_182300,api,merge_phase2_20260421
CZ,Ledvice power station,2fe0a0b3-4108-427e-8e54-f77e1ea7227c,0.33,Lednice Power Station Heliport,heliport,0.33,18,high,Nearest: Lednice Power Station Heliport (heliport) at 0.3 km; Nearest large: 62.0 km; Nearest medium: 59.2 km; Within 30 km: 18; Violations: A1; Source: OurAirports; quality: high,,,medium,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: medium,,medium,No toxic release sources within search radius; Source: EEA E-PRTR; quality: medium,,,medium,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: medium,,,,2.11,XI./150a/B -,31,high,"Nearest military: XI./150a/B - (bunker), 2.1 km [A6]. Total features within 25 km: 31. Source: OSM Overpass [FIX-04 military]",0.42,tower,211,medium,"Nearest transmitter: tower, 0.4 km. Total within 25 km: 211. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-17 20:50:53.755882+00:00,fix04_20260417_182300,api,merge_phase2_20260421
CZ,Malesice power station,1c059a42-608c-4753-8fcf-ba797d94f900,1.39,Malešice Heliport,heliport,1.39,33,high,"Nearest: Malešice Heliport (heliport) at 1.4 km; Nearest large: 19.0 km; Nearest medium: 4.3 km; Within 30 km: 33; Violations: A1, A2; Source: OurAirports; quality: high",,,medium,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: medium,,medium,No toxic release sources within search radius; Source: EEA E-PRTR; quality: medium,,,medium,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: medium,,,,4.32,Vojenské letiště Kbely,57,high,"Nearest military: Vojenské letiště Kbely (airfield), 4.3 km [A5]. Total features within 25 km: 57. Source: OSM Overpass [FIX-04 military]",0.25,mast,630,medium,"Nearest transmitter: mast, 0.2 km. Total within 25 km: 630. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-17 20:56:44.922904+00:00,fix04_20260417_182300,api,merge_phase2_20260421
CZ,Marianske Hory power station,cbd67443-4a4e-44fd-a9ed-20ba9574c99e,6.91,The Area Of Fire And Rescue Force Heliport,heliport,4.81,17,high,Nearest: The Area Of Fire And Rescue Force Heliport (heliport) at 6.9 km; Nearest large: 21.5 km; Nearest medium: 74.0 km; Within 30 km: 17; Source: OurAirports; quality: high,,,medium,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: medium,,medium,No toxic release sources within search radius; Source: EEA E-PRTR; quality: medium,,,medium,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: medium,,,,2.11,,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],1.13,communication,190,medium,"Nearest transmitter: communication, 1.1 km. Total within 25 km: 190. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-17 21:00:48.621919+00:00,fix04_20260417_182300,api,merge_phase2_20260421
CZ,Melnik power station,f3523341-daaa-4573-a856-becb2e1bb9e3,2.3,Horní Počáply Airstrip,small_airport,1.15,17,high,"Nearest: Horní Počáply Airstrip (small_airport) at 2.3 km; Nearest large: 36.4 km; Nearest medium: 21.9 km; Within 30 km: 17; Violations: A1, A3; Source: OurAirports; quality: high",,,medium,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: medium,,medium,No toxic release sources within search radius; Source: EEA E-PRTR; quality: medium,,,medium,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: medium,,,,1.62,P1/25/A-200 Z,100,high,"Nearest military: P1/25/A-200 Z (bunker), 1.6 km [A6]. Total features within 25 km: 100. Source: OSM Overpass [FIX-04 military]",2.68,communication,154,medium,"Nearest transmitter: communication, 2.7 km. Total within 25 km: 154. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-17 20:59:56.057909+00:00,fix04_20260417_183150,api,merge_phase2_20260421
